,,Visible xsec (fb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,WW_ACW8e-6,61.40225654,6.868020474,5.04076777,2.1728285,2.102964077,0.04494658358,0.02520318546,0.02191371672,0.003289480956,0.8146424192,0.1222864545,1.091905003,1.237210268,0.3949968274,0.09410641165,0.7971903895,0.1050257826,0.8105297046,0.1222864545,1.515128579,1.230442881,1.021422933,1.1411495,1.005048491,1,0.4511492476,0.04623605064,1.123498745,1.385773416,0.1554941242,0.02598569595,0.4503655129,0.04623605064,0.451419667,0.04623605064,1.655337729,1.437977604,1.001737196,1,1.000599401,1,0.363493034,0.07605040389,1.137586117,1.300795891,0.2395031161,0.0681207157,0.3468243261,0.05878973197,0.3591099,0.07605040389,1.341106724,1.10426885,1.045857022,1.22696358,1.012058372,1,0.01213582374,0.001243740434,0.009777889281,0.002045740522
2017,WW_ACW1_4e-5,102.0359708,20.71976593,15.11576908,6.536380963,6.288917665,0.1258485683,0.06631704888,0.0544825022,0.01183456711,2.025387019,0.4399500323,1.136914728,1.293766658,0.999931411,0.4340582851,1.963385473,0.3456657506,1.931725779,0.4399500323,1.506301067,1.013391855,1.030612197,1.214306796,1.046243626,1,0.9936907453,0.3463810523,1.1954693,1.331075555,0.4307850356,0.1333377044,0.9472261288,0.2999164357,0.9487770882,0.3463810523,1.566479775,1.615054855,1.046759635,1.134143066,1.045198828,1,1.031693996,0.09356898007,1.19183539,1.63699824,0.5691462766,0.3007204819,1.016157825,0.04574931483,0.9829479313,0.09356898007,1.448338094,3.213890776,1.015058894,1.511063231,1.047248569,1,0.02673008057,0.009317580424,0.02775236034,0.002516986686
2017,WW_ACW2e-5,164.7623733,42.79111618,31.11534612,13.31055398,12.88458602,0.2300277941,0.1305686312,0.1126753942,0.01789341832,4.188707781,0.6651878259,1.061910913,1.155358526,2.569181054,0.5539047375,4.166469787,0.6479815175,4.174751036,0.6784092452,1.386641134,1.167295738,1.005309034,1.025866842,1.003331993,1.01987622,2.330250341,0.5089888388,1.083005324,1.177604149,1.104816634,0.2750551312,2.348111699,0.5289758999,2.29058223,0.5089888388,1.525880711,1.459604789,1.007664996,1.039268172,1.017023111,1,1.858455353,0.1561995972,1.0929461,1.320602779,1.464364902,0.2788485627,1.818351184,0.119005746,1.884164311,0.1694205348,1.212052687,1.785206669,1.021579302,1.238117459,1.013833508,1.084641304,0.06268326404,0.01369169708,0.04999207406,0.004201737653
2017,ZZ_A0Z5e-6,17.85999169,5.364240908,4.831240858,2.413658655,2.324661757,0.05608776279,0.02950261876,0.006675452855,0.02282713884,0.2481599599,0.8485988865,1.164387769,1.088896391,0.1940920769,0.4976197652,0.2627365632,0.8491293399,0.2426376789,0.8578557334,1.217875128,1.413598376,1.05873874,1.000625093,1.022252909,1.010908389,0.1161790751,0.3986751933,1.240254428,1.129695752,0.08831002164,0.2093287627,0.1307551419,0.4118748309,0.1161790751,0.4168136131,1.239880146,1.474939083,1.125462066,1.033108751,1,1.045496736,0.131981086,0.4499243638,1.225413285,1.122085926,0.1057821223,0.2882908684,0.131981086,0.4372551796,0.126458805,0.4410414497,1.198505441,1.359245928,1,1.028158476,1.041841457,1.019743128,0.003125193681,0.01072428227,0.003550264586,0.01210287462
2017,ZZ_A0Z1e-5,71.47586892,21.46086418,19.23685012,9.663893898,9.31813803,0.1904176117,0.1037011011,0.02372938721,0.07997170666,0.8821399694,2.972948195,1.17472494,1.095176555,0.5552322293,1.777135568,0.8486120822,2.839388186,0.8029021024,3.002310714,1.370584886,1.402231236,1.038007446,1.044925105,1.089824597,1.009876566,0.404811192,1.397363444,1.257927349,1.138825409,0.2230587336,0.6225258017,0.404811192,1.295974824,0.360481194,1.39204625,1.448980814,1.554499723,1,1.072557086,1.109507837,1.003805161,0.4773274309,1.575582866,1.237528351,1.130738358,0.3321736573,1.154612459,0.4438003516,1.543411477,0.442419885,1.610264194,1.304096861,1.26718392,1.070239163,1.020418722,1.073131238,1.022011745,0.01088933939,0.03758879472,0.01284001159,0.04238286123
2017,ZZ_A0Z2e-5,285.759867,86.3094487,77.48628316,38.65303725,37.18189749,0.6805818468,0.3685530658,0.06051533285,0.3080376756,2.249657499,11.45130059,1.217758593,1.096517507,2.143188381,7.549451589,2.417248805,11.54728772,2.323384531,11.22816625,1.047326812,1.340734135,1.074496365,1.008382203,1.032772559,1.019485502,0.6354546263,6.088364933,1.409723836,1.132368048,0.6507856843,3.362164095,0.5718481663,6.322710923,0.6354546263,6.062920557,1.024126125,1.447772246,1.10009599,1.038490792,1,1.004179181,1.614203086,5.36293779,1.257071787,1.141036695,1.492404617,4.18727896,1.845399998,5.224583194,1.687932252,5.165254231,1.075454241,1.219219181,1.143226657,1.025798285,1.045675272,1.036861058,0.01709360124,0.1637757884,0.04342173735,0.1442619446
2017,ZZ_A0Z5e-5,1786.740982,539.1853028,484.683933,241.8942165,232.5245924,4.99447325,2.49914839,0.4415253817,2.05762319,16.41370606,76.4921421,1.203035704,1.094051847,10.01383163,44.66774652,16.41370606,76.75156218,18.07254659,78.83324932,1.389910384,1.416047906,1,1.003391461,1.101064349,1.030605852,4.351206863,41.51252442,1.394340039,1.127669209,2.478961181,20.05802366,4.351206863,40.76111963,5.312238497,41.61645484,1.430281929,1.516819949,1,1.018100677,1.220865536,1.002503592,12.06249244,34.97971403,1.236841179,1.139080939,7.534860972,24.60972963,12.06249244,35.99041034,12.76030133,37.21693657,1.375347921,1.296457095,1,1.028893784,1.057849478,1.063957714,0.1170465868,1.116678532,0.3244786129,0.9409472504
2017,ZZ_ACZ5e-6,1.275293156,0.4058320215,0.3638020813,0.1815903209,0.1750418965,0.003929116262,0.002134423419,0.0005653986728,0.001569024746,0.02101869566,0.05832849495,1.150710757,1.090470449,0.01291233229,0.04230620827,0.02101869566,0.05601795913,0.02041546043,0.05815404823,1.385673949,1.274690555,1,1.039612471,1.028699936,1.002990763,0.009827900413,0.02867500177,1.220402623,1.129031399,0.006468735477,0.01747213274,0.009827900413,0.02922607962,0.009224660411,0.02903020661,1.341798837,1.390684162,1,1.019218058,1.061380354,1.012387265,0.01119081243,0.02965355525,1.206545779,1.126884551,0.006443598727,0.0248340994,0.01119081243,0.02679189383,0.01119081243,0.02912389462,1.424206351,1.162525397,1,1.096503147,1,1.017861623,0.0002643685383,0.0007713517624,0.0003010305967,0.0007976746535
2017,ZZ_ACZ1e-5,5.100496092,1.631279256,1.46502628,0.7311140629,0.7053417787,0.0138445022,0.00741938453,0.00133578852,0.006083597037,0.04965793825,0.2261577198,1.196050846,1.091866539,0.02828816685,0.1511724832,0.05521985667,0.2192064193,0.04651612981,0.2223135476,1.430339482,1.331561694,1.112004618,1.030736517,1.063269007,1.01699775,0.02410486577,0.1091959993,1.281391325,1.132208598,0.007544970639,0.05962366018,0.02640705941,0.1087337054,0.02640705941,0.1105043784,1.686993875,1.453975782,1.095507424,1.004233616,1.095507424,1.011981932,0.0255530343,0.116961835,1.273301379,1.127744137,0.02074321911,0.09154885742,0.02881281635,0.1104727711,0.0201090704,0.1118092837,1.18822873,1.217275811,1.127569275,1.055480182,1.213045693,1.04405327,0.0006484160261,0.002937350352,0.0006873714674,0.003146249766
2017,ZZ_ACZ2e-5,20.40469049,6.518313682,5.870543746,2.938196752,2.831192297,0.06661014973,0.03775793868,0.008161902834,0.0295960215,0.3034187379,1.100232099,1.15844194,1.083204956,0.2283876201,0.6426863256,0.2942312152,1.052261134,0.2941114001,1.074706844,1.247285709,1.415862957,1.030280011,1.043600769,1.030674894,1.023199882,0.09999210695,0.586345139,1.275999624,1.113976334,0.05154476333,0.283241287,0.09999210695,0.5663094401,0.09068476921,0.5942128679,1.484511679,1.516937605,1,1.034170487,1.093080724,1.013418256,0.2034261739,0.5138878743,1.193503103,1.121746691,0.1768427684,0.3594445054,0.1942387274,0.4859518458,0.2034261739,0.4804936718,1.130678393,1.300539041,1.045163542,1.054362109,1,1.064983441,0.002689767504,0.01577256595,0.005472123037,0.01382348014
2017,ZZ_ACZ5e-5,127.5124023,40.90528863,36.85144607,18.42649835,17.73563388,0.4072369846,0.2129504541,0.04729494183,0.1656556028,1.758189463,6.158247033,1.165292937,1.088319902,1.095364909,3.955997505,1.681819563,6.134644621,1.761493435,6.37924043,1.376992678,1.357609806,1.043436672,1.003832651,1.00187919,1.035885764,0.865124903,3.013088018,1.235639301,1.126264488,0.5348108438,1.415682601,0.865124903,3.031303581,0.8079260184,3.062527515,1.381810832,1.530155577,1,1.00604548,1.066116331,1.016408248,0.893061197,3.145157573,1.231924443,1.123585047,0.5605541608,2.540312502,0.8166947079,3.103339599,0.9535635738,3.316714357,1.37232279,1.192309942,1.085510925,1.013295987,1.067747179,1.054546324,0.02327168535,0.0810514598,0.02402316602,0.08460410419
2018,WW_A0W5e-7,42.16331659,0.3464978027,0.2597254169,0.1037057707,0.1020196895,0.01203308066,0.00736790957,0.007009066308,0.0003588407059,0.3705763448,0.01897226696,1.246502821,2.089434508,0.2469551218,0,0.3705763448,0.01897226696,0.3408087955,0.01897226696,1.333591781,2,1,1,1.08032771,1,0.2008082935,0.01897226696,1.334865124,2.089434508,0.1017989975,0,0.2008082935,0.01897226696,0.1710407442,0.01897226696,1.493053819,2,1,1,1.148238645,1,0.1697680513,0,1.364193977,1.0,0.1451558991,0,0.1697680513,0,0.1697680513,0,1.14497517,1.0,1,1.0,1,1.0,0.003798080111,0.0003588407059,0.003210986198,0
2018,WW_A0W1e-6,45.39474365,1.326107589,0.97924189,0.4142924621,0.4035356732,0.06348389695,0.02416763988,0.02151011786,0.002657530008,1.137261441,0.1405062691,1.0642205,1.182707337,0.8739962548,0.1431688549,1.188076977,0.1386034773,1.123371361,0.1479994264,1.231490471,1.018949943,1.044682369,1.013542398,1.012213621,1.053329701,0.5722915593,0.07332413489,1.090530552,1.252918364,0.3732071352,0.07307601399,0.5997335432,0.07849682245,0.5609868146,0.07630744865,1.347872375,1.003383891,1.047951055,1.070545497,1.019753471,1.040686655,0.564968944,0.06718204037,1.09111535,1.26422703,0.5007891665,0.07009288783,0.588343762,0.060106561,0.5623841246,0.07169207159,1.113598771,1.043327762,1.041373633,1.105318019,1.004575153,1.067131501,0.01082429989,0.001386849783,0.01068580023,0.001270678451
2018,WW_A0W2e-6,58.31583079,5.195303832,3.831117391,1.675955578,1.635993887,0.2231163686,0.1057560803,0.093999409,0.01175680268,4.969842753,0.6215939146,1.03897038,1.11019264,3.429843768,0.4971027735,5.003233571,0.5922199583,4.941954175,0.6039467469,1.309868755,1.200277284,1.006718687,1.047255862,1.005611561,1.028390187,2.491289332,0.3169048201,1.055041959,1.154326868,1.312365542,0.188924248,2.50671598,0.2928622995,2.445210155,0.3186192695,1.473218335,1.403845458,1.006192235,1.075866693,1.018496116,1.005409982,2.478549648,0.3046875095,1.055183235,1.157390545,2.117478981,0.308178601,2.496515327,0.2993577343,2.49674402,0.2853270245,1.145678206,1.011457941,1.007248464,1.017492595,1.007340734,1.063542102,0.04712014775,0.005993925216,0.04687918987,0.005762847487
2018,WW_A0W3_5e-6,93.48528508,16.82239659,12.37125367,5.267759326,5.082666875,0.6878937081,0.2929343646,0.2549703643,0.03796397228,13.48053813,2.007193179,1.060551761,1.156922712,8.433068505,1.632615629,13.37514578,2.117656204,13.62745871,2.115341062,1.374426419,1.186617588,1.007818111,1.05503358,1.010898718,1.053880157,6.499568911,1.20951697,1.087204343,1.202150308,3.699620931,0.87983756,6.519645998,1.264165496,6.655544449,1.274321675,1.430789798,1.272571132,1.003088987,1.045182108,1.023997828,1.053578996,6.98097416,0.7976757144,1.084143849,1.248924249,4.733437688,0.7527790577,6.855494837,0.8534926853,6.971914263,0.8410174101,1.321951696,1.056284347,1.017974472,1.069974515,1.001297798,1.054334982,0.122932589,0.02287675607,0.1320378688,0.01508720687
2018,WW_A0W5e-6,148.1320476,32.60041683,23.91782721,10.30360262,10.05460552,1.491778945,0.6369618374,0.5630228326,0.07393880585,29.76758018,3.909218604,1.022465581,1.061993254,20.65267606,2.631439749,30.13001353,3.779115791,29.53824239,3.969659217,1.306202388,1.326862983,1.012175439,1.033281028,1.007704281,1.015461047,14.55601658,1.937310186,1.03212685,1.088062261,8.097750061,1.109070821,14.65542884,1.869144353,14.4799212,1.966961092,1.443683647,1.427520266,1.006829634,1.035185813,1.005227761,1.015305193,15.21156361,1.97190992,1.031426968,1.087286258,12.55492599,1.522368929,15.47459971,1.909968433,15.05833621,2.002696623,1.174645926,1.227972377,1.017291852,1.031411925,1.010073086,1.015612631,0.275311921,0.03664220813,0.2877109116,0.03729662614
2018,WW_ACW2e-6,42.45569449,0.4374011946,0.3166339148,0.1352227392,0.1330267389,0.01515068686,0.007513637704,0.007049239937,0.0004643956442,0.3727003647,0.0245530621,1.245413811,1.956150106,0.2014025624,0.0245530621,0.3927055575,0.0245530621,0.3727003647,0.0245530621,1.45961265,1,1.053676343,1,1,1,0.08868097115,0.0245530621,1.503110856,1.956150106,0.02049960986,0,0.08868097115,0.0245530621,0.08868097115,0.0245530621,1.768838686,2,1,1,1,1,0.2840193262,0,1.281128556,1.0,0.1809028628,0.0245530621,0.304024519,0,0.2840193262,0,1.363061433,1.0,1.070436027,1.0,1,1.0,0.001677308376,0.0004643956442,0.005371930287,0
2018,WW_ACW5e-6,48.745879,2.469147744,1.886502799,0.8228034635,0.8023038947,0.1024035122,0.04100798129,0.03552911789,0.005478921197,1.878459992,0.2896760426,1.16466507,1.41932057,1.271821215,0.3013393422,1.878459992,0.2896760426,1.930577354,0.2903066013,1.322944742,1.040263252,1,1,1.027744728,1.002176772,0.9796524793,0.2331254148,1.228016585,1.467420382,0.4583683358,0.115935714,0.9796524793,0.2331254148,0.9796524793,0.2331254148,1.532111289,1.502689511,1,1,1,1,0.8988044567,0.05655113715,1.238050911,1.949034031,0.8134518609,0.1854036282,0.8988044567,0.05655113715,0.9509233465,0.05718195057,1.094962364,3.278512821,1,1,1.057986906,1.011154743,0.01852910819,0.004409324862,0.0169999519,0.001069605968
2018,WW_ACW8e-6,61.40225654,6.361901221,4.68342414,2.022271218,1.97703566,0.2887367415,0.1309652894,0.1199497039,0.01101534459,6.341860794,0.5823922837,1.030923878,1.102045651,4.057612671,0.4405162304,6.312617128,0.5560002084,6.283870762,0.5891173566,1.360185787,1.243609088,1.004611212,1.045316664,1.009144009,1.011547325,3.151660628,0.2559396333,1.043866459,1.153933639,1.660737013,0.1718541468,3.1117614,0.2636690096,3.130533262,0.2605384454,1.473059695,1.328536403,1.012659748,1.030199998,1.006703566,1.017968347,3.19019774,0.3264534994,1.043600704,1.136298678,2.39687202,0.2686618411,3.200853302,0.2923313201,3.153340532,0.328579275,1.248676034,1.17702876,1.003340095,1.104523858,1.011553268,1.006511726,0.0596103843,0.004840832088,0.06033927371,0.006174528559
2018,WW_ACW1_4e-5,102.0359708,20.34764596,14.87553848,6.397655367,6.164989885,0.8723504099,0.3653464257,0.3111122665,0.0542342,16.44881664,2.867416388,1.0572688,1.137163965,12.20780893,2.159725803,16.35671218,2.745689389,16.58534682,2.935519634,1.257830567,1.246804262,1.005599458,1.042451804,1.008300304,1.023750735,8.091441373,0.9938385864,1.08165306,1.232984745,4.967145627,0.7020692621,7.952510535,0.9137590092,8.163779492,1.071305489,1.38612351,1.293578181,1.017170098,1.080576039,1.008940078,1.077947167,8.357380664,1.873577802,1.080343421,1.169687381,7.2406633,1.457658159,8.404201645,1.831932537,8.42157272,1.864210369,1.133620498,1.221992192,1.005602351,1.022227667,1.007680882,1.004999757,0.1530412017,0.01879742366,0.1580711669,0.03543677634
2018,WW_ACW2e-5,164.7623733,39.41602046,28.9602009,12.45939805,12.15328088,1.811998488,0.7837370255,0.7036671569,0.0800697377,37.20358625,4.233367102,1.021560529,1.06391589,25.09380597,2.847453519,37.52353126,4.021221077,36.94557222,4.292453163,1.325500348,1.32737855,1.008599843,1.050112834,1.006935193,1.013957226,17.43248923,2.095309495,1.031497211,1.090850582,9.72449511,1.166457247,17.53983511,1.982956913,17.45919167,2.209484898,1.442162563,1.443300739,1.006157805,1.053620996,1.001531763,1.054490949,19.77113161,2.138057607,1.029575769,1.089937768,15.36931087,1.680995753,19.98371345,2.038267623,19.48639784,2.082968265,1.222638786,1.21377434,1.010752133,1.046673197,1.014401491,1.02576607,0.3297174109,0.0396306008,0.3739504002,0.0404391369
2018,ZZ_A0Z5e-6,17.85999169,5.276025502,4.748264534,2.370020897,2.289052624,0.3151527697,0.133132843,0.02416122893,0.1089714891,1.277428335,5.761431599,1.085976768,1.040484072,0.9792194841,3.974609059,1.301723602,5.744642378,1.258508829,5.939276469,1.233444682,1.310135165,1.019018889,1.002914071,1.014810621,1.030868174,0.6118953234,2.453584054,1.124225519,1.062036733,0.4226218852,1.398364546,0.6056253333,2.438429374,0.5831421308,2.552827422,1.309323231,1.430072695,1.010246835,1.006176548,1.046990378,1.040448326,0.6655330115,3.307850378,1.119114488,1.053428928,0.5565979765,2.576244513,0.6960982691,3.306219614,0.6753666978,3.386467933,1.163680889,1.221172599,1.045925983,1.000492998,1.014775655,1.023766962,0.01157336391,0.04640699162,0.01258786502,0.06256455104
2018,ZZ_A0Z1e-5,71.47586892,21.1926224,19.04371082,9.55805331,9.229003691,1.231429594,0.5206290295,0.1068284675,0.4137991269,5.648127903,21.87797364,1.081957577,1.041642599,3.769451488,15.43858807,5.719684135,21.51630376,5.710745771,22.19449643,1.332619312,1.294331901,1.012669018,1.016531233,1.011086482,1.014467647,2.90544252,9.045161471,1.11427079,1.064763933,1.717341601,5.60029855,2.973792929,9.123762924,2.896280317,9.364575196,1.408922535,1.380851456,1.023524957,1.008689889,1.003153462,1.035313214,2.742685383,12.83285769,1.117612472,1.054372548,2.052106853,9.838300898,2.745891205,12.39254083,2.814454072,12.82992882,1.25178919,1.233350737,1.001168863,1.034311676,1.026167306,1.000228232,0.05495342474,0.1710798258,0.05187504271,0.2427201621
2018,ZZ_A0Z2e-5,285.759867,84.67770234,76.14266866,38.22145109,36.90387273,4.907080511,2.208631716,0.442893647,1.765739217,23.41623001,93.35639814,1.08049182,1.040312357,17.23043864,62.80819336,24.69534581,92.31732137,22.11631447,94.67750787,1.264166835,1.32722133,1.054625181,1.011130215,1.055513442,1.01415125,10.20171918,39.19285627,1.121947683,1.062216672,6.973224658,23.07017451,10.12965589,39.4218203,9.823591724,39.96488925,1.316465731,1.411367869,1.007063838,1.005841984,1.037065072,1.019698309,13.21449566,54.16349636,1.107148215,1.052924515,10.25722005,39.73807953,14.56568992,52.89551624,12.29272275,54.71261862,1.223790274,1.266330976,1.102250914,1.023410234,1.06975468,1.010138235,0.1929549125,0.7412921312,0.2499384476,1.024446225
2018,ZZ_A0Z5e-5,1786.740982,529.104063,475.7193534,239.9445646,231.2890282,29.2883226,12.82928137,2.568625931,10.26064728,135.8058216,542.4906824,1.089087505,1.044573819,102.9723929,396.9894184,141.5392531,536.4681758,135.5153021,538.5036657,1.241767461,1.268209701,1.042217862,1.011101585,1.002139227,1.007349466,59.01840933,242.8468339,1.135139479,1.066620788,35.47535134,152.4170796,65.40134373,243.993434,56.31169808,239.6735821,1.398910412,1.372373619,1.108151583,1.004721495,1.045862152,1.013066886,76.78731525,299.6444952,1.118476236,1.059975356,67.49701997,244.5715843,76.13781233,292.474095,79.20349628,298.8301914,1.120987369,1.183794169,1.008458466,1.023929691,1.031465888,1.002717566,1.116271857,4.593195399,1.452352239,5.667464114
2018,ZZ_ACZ5e-6,1.275293156,0.3975216296,0.3569054556,0.1791786884,0.1731922073,0.02345806113,0.009880065914,0.00175359568,0.008126448554,0.09271435719,0.4296534615,1.085278643,1.03961454,0.06854630784,0.2800515652,0.101607715,0.4161669081,0.09033374655,0.428338654,1.260672134,1.348191996,1.095922121,1.031389375,1.025676828,1.003060158,0.04311766154,0.2163717307,1.125050714,1.055823044,0.02138783163,0.1082434472,0.04542572178,0.212996721,0.04153288026,0.2191560209,1.503965872,1.499733875,1.053529346,1.015598201,1.036754806,1.012868087,0.04959669565,0.2132822028,1.116597008,1.056225907,0.04715850318,0.1718082529,0.05618199318,0.2031699848,0.04880093371,0.2091825657,1.049160381,1.194455746,1.132776941,1.047412385,1.016044656,1.019221656,0.0008155257426,0.004092446344,0.0009380699373,0.004034011137
2018,ZZ_ACZ1e-5,5.100496092,1.591563006,1.431667879,0.7210557042,0.6984366784,0.09145039904,0.03942162096,0.008165377162,0.03125622844,0.4317116559,1.652548054,1.079194488,1.040477604,0.3141557376,1.154661154,0.4357895646,1.621066848,0.4195066304,1.671319809,1.272301933,1.30128437,1.009445908,1.0190501,1.028271244,1.01135928,0.2096241629,0.7483832907,1.113650453,1.060149193,0.1101567926,0.4580091714,0.2095984408,0.7162471176,0.2065829924,0.7696641743,1.474503363,1.388001874,1.000122706,1.042940794,1.014507729,1.028435808,0.2220872222,0.9041658461,1.110415504,1.054722735,0.2039991345,0.6966527949,0.2261908531,0.9048202718,0.2129236381,0.9016564471,1.081445873,1.22950773,1.018477564,1.000723789,1.041261195,1.002775375,0.003964823115,0.01415489192,0.004200548926,0.017101357
2018,ZZ_ACZ2e-5,20.40469049,6.366564221,5.72617256,2.884924007,2.793981285,0.3898569103,0.1639532228,0.03313054516,0.1308224932,1.751645053,6.916716039,1.07864146,1.03957534,1.357217231,4.69122635,1.831812596,6.812719119,1.68826543,7.015437283,1.225175655,1.321755249,1.045767002,1.015035592,1.036182915,1.014272849,0.7465397294,3.213479937,1.120461471,1.05806131,0.5196964459,1.809464091,0.7716170702,3.112129521,0.7219802066,3.300592524,1.303859627,1.436914458,1.033591435,1.031539147,1.032897811,1.02710849,1.005105324,3.703241519,1.103817087,1.054085843,0.8375207856,2.881752509,1.060195526,3.700595014,0.966285223,3.714838259,1.166733311,1.221829715,1.054810377,1.000714646,1.038622918,1.003131511,0.01412002287,0.06077963225,0.01901052228,0.07004296342
2018,ZZ_ACZ5e-5,127.5124023,40.18328726,36.1714803,17.97518126,17.38159059,2.293584478,1.016711588,0.2200949561,0.7966180403,11.63664042,42.11799241,1.076268998,1.040089258,7.759134387,28.66103593,11.61637408,41.70481343,11.45262551,42.61578373,1.333215249,1.319506123,1.001741598,1.009810035,1.015813406,1.011818971,4.829049649,19.68244142,1.11839436,1.058643835,2.948109197,10.67876781,4.905383518,18.93250532,4.751619204,20.23829711,1.389505304,1.457446991,1.015807224,1.038101782,1.016034303,1.028241196,6.807597544,22.43546976,1.099716014,1.05492806,4.811023836,17.98220044,6.710990558,22.77231487,6.701013071,22.37743923,1.293286096,1.198492359,1.014191054,1.015013954,1.015656694,1.002586553,0.09133645381,0.3722729175,0.1287586303,0.4243435864